produto;descricao;b_o;mat_med;fornecedor;comprador;primeira_filial_rota;filial_dest;sigla_dest;empresa_dest;grupo_tributacao;flag_tributacao;rota;codigo;gui_semana_saida;gui_semana_chegada;modo_compra;dia_sugerido_pedido;qtd_comprada;preco_total;status
670509;FITA HOSP ALTA TEMP 25MMX50M UNID;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;1547;10736.18;-
701368;CURATIVO FILME TRANSP 10 X 12CM  CX  50 UN;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;2;227;-
701368;CURATIVO FILME TRANSP 10 X 12CM  CX  50 UN;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;5;567.5;-
701368;CURATIVO FILME TRANSP 10 X 12CM  CX  50 UN;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;6;681;-
701368;CURATIVO FILME TRANSP 10 X 12CM  CX  50 UN;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;57;6469.5;-
701680;CURATIVO FILME TRANSP 6X7CM CX 50 UNID;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;11;616;-
703887;ALGODAO MULTIUSO QUADRADO PCT C/ 95GR TOPZ;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;2;12.96;-
703887;ALGODAO MULTIUSO QUADRADO PCT C/ 95GR TOPZ;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;2;12.96;-
703887;ALGODAO MULTIUSO QUADRADO PCT C/ 95GR TOPZ;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;1;6.48;-
742438;FIXADOR P/ CATETER  PERIFERICO INVENA 7X9CM  CX 50 UN 584394;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;110;9680;-
742438;FIXADOR P/ CATETER  PERIFERICO INVENA 7X9CM  CX 50 UN 584394;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;289;25432;-
742438;FIXADOR P/ CATETER  PERIFERICO INVENA 7X9CM  CX 50 UN 584394;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;232;20416;-
742438;FIXADOR P/ CATETER  PERIFERICO INVENA 7X9CM  CX 50 UN 584394;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;454;39952;-
792877;LUVA DE PROCED. LATEX C/TALCO G CX 100 UNID UNIGLOVES;Não;MAT;LUVA;DANIELE;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Direta;45715;16;131.78;-
800247;CURATIVO TRANSP CX 40 UNID 342321;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;20;58;-
808894;ELETRODO AD MEDITRACE 200 PCT C/100 REF 31050522;Não;MAT;MEDITRACE;-;1002;1002;Mafra - LDA;Mafra;Importado;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;3924;101374.69;-
808894;ELETRODO AD MEDITRACE 200 PCT C/100 REF 31050522;Não;MAT;MEDITRACE;-;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;32632;832516.2;-
808894;ELETRODO AD MEDITRACE 200 PCT C/100 REF 31050522;Não;MAT;MEDITRACE;-;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;7738;196122.33;-
808894;ELETRODO AD MEDITRACE 200 PCT C/100 REF 31050522;Não;MAT;MEDITRACE;-;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;4382;111911.61;-
808894;ELETRODO AD MEDITRACE 200 PCT C/100 REF 31050522;Não;MAT;MEDITRACE;-;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;17870;457797.58;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;40;470610.34;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;19;223539.91;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1010;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;52;611793.44;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1010;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;26;305896.72;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1021;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;85;1000046.97;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;45;529436.63;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1023;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;9;105887.33;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1023;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;40;470610.34;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;24;282366.2;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;9;106166.07;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;4;47184.92;-
826943;ERLEADA 60MG CX 120CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;4;47184.92;-
904802;LUVA DE PROCED. S/TALCO PP CX 100  MASTER CONFORTO;Não;MAT;LUVA;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Direta;45716;10;10.45;-
904802;LUVA DE PROCED. S/TALCO PP CX 100  MASTER CONFORTO;Não;MAT;LUVA;DANIELE;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Direta;45715;20;20.9;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1006;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;35348.43;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1010;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;6;70696.87;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1010;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;5;58914.05;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1021;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;3;35348.43;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;35348.43;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1023;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;8;94262.49;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1023;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;4;47131.24;-
941470;ZYTIGA 500MG CX 60CPR JANSSEN-CILAG;Não;MED;JANSSEN;ELISETE;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;T1;1036;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45717;1;11790.09;-
957325;KISQALI 200MG/DOSE CX 63CPR NOVARTIS;Não;MED;NOVARTIS;ANDREW;1006;1006;Mafra - CAJ;Mafra;Isento - Convênio 162/94 - Novos - Exc. GO - Importado;I3;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;22;325048.55;-
977099;PEPTAMEN JUNIOR 1.0 KCAL/ML FR 500ML;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;20;780.05;-
980095;FITA MICROPOROSA 10CMX10M PROCITEX;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;23;188.6;-
980095;FITA MICROPOROSA 10CMX10M PROCITEX;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;19;155.8;-
980095;FITA MICROPOROSA 10CMX10M PROCITEX;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;376;3083.2;-
980095;FITA MICROPOROSA 10CMX10M PROCITEX;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;330;2706;-
980097;BISTURI DESCARTAVEL ACO INOX N 11;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;3;3.51;-
980097;BISTURI DESCARTAVEL ACO INOX N 11;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;45;52.65;-
980098;LAMINA BISTURI DESC ACO INOX NA. 15 3404G;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;19;20.14;-
980098;LAMINA BISTURI DESC ACO INOX NA. 15 3404G;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;16;16.96;-
980098;LAMINA BISTURI DESC ACO INOX NA. 15 3404G;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;8;8.48;-
980098;LAMINA BISTURI DESC ACO INOX NA. 15 3404G;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;7;7.42;-
988228;ELETRODO RADIOTRACE RT630 ADULTO PCTE 30 UND;Não;MAT;MEDITRACE;-;1002;1002;Mafra - LDA;Mafra;Importado;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;358;11176.27;-
988228;ELETRODO RADIOTRACE RT630 ADULTO PCTE 30 UND;Não;MAT;MEDITRACE;-;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;4817;140836.21;-
988228;ELETRODO RADIOTRACE RT630 ADULTO PCTE 30 UND;Não;MAT;MEDITRACE;-;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;478;14966.36;-
988228;ELETRODO RADIOTRACE RT630 ADULTO PCTE 30 UND;Não;MAT;MEDITRACE;-;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;99;2862.67;-
988228;ELETRODO RADIOTRACE RT630 ADULTO PCTE 30 UND;Não;MAT;MEDITRACE;-;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;2108;62929.51;-
988229;ELETRODO MEDITRACE PEDIATRICO PCTE 100;B.O. Parcial;MAT;MEDITRACE;-;1002;1002;Mafra - LDA;Mafra;Importado;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;44;1437.49;-
988229;ELETRODO MEDITRACE PEDIATRICO PCTE 100;B.O. Parcial;MAT;MEDITRACE;-;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;608;19536.62;-
988229;ELETRODO MEDITRACE PEDIATRICO PCTE 100;B.O. Parcial;MAT;MEDITRACE;-;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;52;1692.81;-
988229;ELETRODO MEDITRACE PEDIATRICO PCTE 100;B.O. Parcial;MAT;MEDITRACE;-;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;134;4388.43;-
988229;ELETRODO MEDITRACE PEDIATRICO PCTE 100;B.O. Parcial;MAT;MEDITRACE;-;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45702;265;8711.61;-
988231;COLETOR DE SECRECOES MS 1000ML 1.5X 3CM F ANTIREFLUXO 383683;Não;MAT;CREMER;PLANEJ CREMER;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 01/99;NT;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;3;55.74;-
988231;COLETOR DE SECRECOES MS 1000ML 1.5X 3CM F ANTIREFLUXO 383683;Não;MAT;CREMER;PLANEJ CREMER;1036;1036;Mafra - DF2;Mafra;Isento - Convênio 01/99;NT;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Direta;45709;26;483.08;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1002;1002;Mafra - LDA;Mafra;Nacional 12%;I3;1002;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Direta;45702;3;3.15;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1002;1002;Mafra - LDA;Mafra;Nacional 12%;I3;1002;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;2;2.1;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1006;1006;Mafra - CAJ;Mafra;Nacional 12%;I3;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;3;3.15;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1023;1023;Mafra - RJ;Mafra;Nacional 12%;I3;1023;0;S5 (10/03/2025 - 16/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45730;5;5.25;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1024;1024;Mafra - RN;Mafra;Nacional 12%;I3;1024;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Direta;45702;140;147;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1024;1024;Mafra - RN;Mafra;Nacional 12%;I3;1024;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;88;92.4;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Direta;45702;64;67.2;-
998298;XOLAIR 150MG SERP 1ML NOVARTIS (G);B.O. Total;MED;NOVARTIS;ANDREW;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;46;48.3;-
998313;TALTZ 80MG/ML SERP 1ML ELI LILLY (G);Não;MED;ELI LILLY;BYANCA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;T1;1021;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;24;103900.39;-
998326;NUTREN SENIOR  SEM SABOR (ZERO LACTOSE) LTA 740G;Não;MAT;NESTLE;LUCIANA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;3;354;-
998326;NUTREN SENIOR  SEM SABOR (ZERO LACTOSE) LTA 740G;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45730;18;2124;-
998326;NUTREN SENIOR  SEM SABOR (ZERO LACTOSE) LTA 740G;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;3;354;-
998326;NUTREN SENIOR  SEM SABOR (ZERO LACTOSE) LTA 740G;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;30;3540;-
998326;NUTREN SENIOR  SEM SABOR (ZERO LACTOSE) LTA 740G;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;30;3540;-
998330;LORBRENA 100MG CX 30CPR PFIZER;Não;MED;PFIZER;TERESA;1036;1036;Mafra - DF2;Mafra;Importado;NT;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Direta;45709;22;625912.32;-
998330;LORBRENA 100MG CX 30CPR PFIZER;Não;MED;PFIZER;TERESA;1036;1036;Mafra - DF2;Mafra;Importado;NT;1036;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45723;11;312956.16;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Direta;45702;483;4588.5;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;227;2156.5;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S5 (10/03/2025 - 16/03/2025);Direta;45723;100;935;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S5 (10/03/2025 - 16/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45730;200;1870;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S5 (10/03/2025 - 16/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45730;232;1573.23;-
998509;NUTREN 2.0 BAUNILHA CX 1 FR 200ML;Não;MAT;NESTLE;LUCIANA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;10;93.5;-
998585;TESTE TROPONINA I C/20 CASSETES ECO;Não;PREVENA;ECO;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;96;8357.7;-
998606;AGAR CLED FR/500G CRAL;Não;PREVENA;CRAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;1;172.74;-
998625;PLACA DE KLINE VR C/12 ESCA;Não;PREVENA;CRAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;2;85.02;-
998625;PLACA DE KLINE VR C/12 ESCA;Não;PREVENA;CRAL;LUCIANA;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S4 (01/03/2025 - 09/03/2025);S7 (24/03/2025 - 31/03/2025);Direta;45717;2;59.99;-
998625;PLACA DE KLINE VR C/12 ESCA;Não;PREVENA;CRAL;LUCIANA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S4 (01/03/2025 - 09/03/2025);S6 (17/03/2025 - 23/03/2025);Direta;45723;2;59.99;-
