codigo;descricao;grp_Marca;d_Grp_Marca;refrig;fornecedor;tributacao;status;curva;bo;comprador
152357;BRACADEIRA NYLON VELCRO C/MANGUITO ADULTO;838;MIKATOS;N;-;-;-;C;-;-
152358;BRAINSTORM COFFEE LATA 186G;973;ESSENTIAL NUTRITION;N;-;-;-;C;-;-
152359;BRM COND BABOSA 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152360;BRM COND BANANA E MEL 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152361;BRM COND CACHOS NANO 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152362;BRM COND CAFE ESPECIAL 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152363;BRM COND KERATANO NANO 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152364;BRM COND LISO NANO 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152365;BRM COND LOCAO VEGETAL 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152366;BRM COND MIX AMINOACIDOS 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152367;BRM CREME P/PENTEAR CACHOS NANO 240ML;A25;BARROMINAS;N;-;-;-;C;-;-
152368;BRM CREME P/PENTEAR CAFE 200ML;A25;BARROMINAS;N;-;-;-;C;-;-
152369;BRM CREME P/PENTEAR LISO NANO 240ML;A25;BARROMINAS;N;-;-;-;C;-;-
152370;BRM CREME P/PENTEAR MIX AMINOACIDOS 200ML;A25;BARROMINAS;N;-;-;-;C;-;-
152371;BRM CREME P/PENTEAR PRE ESCOVA E PRANCHA;A25;BARROMINAS;N;-;-;-;C;-;-
152372;BRM HIDRAT BANANA E MEL 500G;A25;BARROMINAS;N;-;-;-;C;-;-
152373;BRM HIDRAT CAFE 500G;A25;BARROMINAS;N;-;-;-;C;-;-
152374;BRM HIDRAT KERATANO NANO 500G;A25;BARROMINAS;N;-;-;-;C;-;-
152375;BRM HIDRAT LISO NANO 500G;A25;BARROMINAS;N;-;-;-;C;-;-
152376;BRM HIDRAT PLATINUM 250G;A25;BARROMINAS;N;-;-;-;C;-;-
152377;BRM KIT SHAMPOO/COND KERATANO BRINDE VITAMINA T;A25;BARROMINAS;N;-;-;-;C;-;-
152378;BRM PACK BANANA E MEL SHAMPOO/COND/MASC;A25;BARROMINAS;N;-;-;-;C;-;-
152379;BRM SHAMPOO BANANA E MEL 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152380;BRM SHAMPOO CACHOS NANO 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152381;BRM SHAMPOO CAFE ESPECIAL 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152382;BRM SHAMPOO LISO NANO 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152383;BRM SHAMPOO MIX AMINOACIDOS 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152384;BRM SHAMPOO PLATINUM 300ML;A25;BARROMINAS;N;-;-;-;C;-;-
152385;C D KIN B5 155GR;998;PHARMAKIN;N;-;-;-;C;-;-
152386;C.D. KIN GINGIVAL COMPLEX PASTA 95G/75ML;998;PHARMAKIN;N;-;-;-;C;-;-
152387;C.D. PERIOKIN GEL 30ML/36G;998;PHARMAKIN;N;-;-;-;C;-;-
152388;CADEIRA DE HIGIENIZACAO D45;754;DELLAMED;N;-;-;-;C;-;-
152389;CALCA LATEX AD.EXT GR . P/ HIDRO E INCONTINENCIA TAM. 52-54;712;CARCI;N;-;-;-;C;-;-
152390;CALCADOR MEDI DE MEIAS BUTLER (MORDOMO);A53;MEDI BRASIL;N;-;-;-;C;-;-
152391;CALCANHEIRA C/ ALMOFADA AZUL P;A11;TIMA;N;-;-;-;C;-;-
152392;CALCANHEIRA CORRETIVA MEIA TALONETA G;A11;TIMA;N;-;-;-;C;-;-
152393;CALCANHEIRA DE SILICONE SEM OGIVA ACTION SPORT   G;997;ORTHO PAUHER PRODUTOS ORTOPEDICOS;N;-;-;-;C;-;-
152394;CALCANHEIRA DE SILICONE SEM OGIVA ACTION SPORT   M;997;ORTHO PAUHER PRODUTOS ORTOPEDICOS;N;-;-;-;C;-;-
152395;CALCANHEIRA SILIGEL EM TAMANHO ESPECIAL COM PONTO;997;ORTHO PAUHER PRODUTOS ORTOPEDICOS;N;-;-;-;C;-;-
152396;CALCANHEIRA SILIT P/ ESPORAO LISA GG;A11;TIMA;N;-;-;-;C;-;-
152397;CALCANHEIRA SILITIMA ESPORTE AZUL MG;A11;TIMA;N;-;-;-;C;-;-
152398;CALCANHEIRA SILITIMA ESPORTE AZUL PM;A11;TIMA;N;-;-;-;C;-;-
152399;CALCANHEIRA SILITIMA ESPORTE BRANCA PM;A11;TIMA;N;-;-;-;C;-;-
152400;CALCANHEIRA SILITIMA P/ ESPORAO LISA DE SILICONE P;A11;TIMA;N;-;-;-;C;-;-
152401;CAMILIA C/ 30 FLACONETES;961;BOIRON MEDICAMENTOS HOMEOPATICOS LTDA;N;-;-;-;C;-;-
152402;CANELITO DE COMPRESSAO LILAS TAMANHO T2;A31;COMPRESSPORT;N;-;-;-;C;-;-
152403;CANELITO DE COMPRESSAO LILAS TAMANHO T3;A31;COMPRESSPORT;N;-;-;-;C;-;-
152404;CANELITO DE COMPRESSAO LILAS TAMANHO T4;A31;COMPRESSPORT;N;-;-;-;C;-;-
152405;CANELITO DE COMPRESSAO ROSA FLUO TAMANHO T2;A31;COMPRESSPORT;N;-;-;-;C;-;-
152406;CANELITO DE COMPRESSAO ROSA FLUO TAMANHO T3;A31;COMPRESSPORT;N;-;-;-;C;-;-
152407;CANELITO DE COMPRESSAO ROSA FLUO TAMANHO T4;A31;COMPRESSPORT;N;-;-;-;C;-;-
152408;CANELITO DE COMPRESSAO VERDE FLUO TAMANHO T1;A31;COMPRESSPORT;N;-;-;-;C;-;-
152409;CANELITO DE COMPRESSAO VERDE FLUO TAMANHO T2;A31;COMPRESSPORT;N;-;-;-;C;-;-
152410;CANELITO DE COMPRESSAO VERDE FLUO TAMANHO T3;A31;COMPRESSPORT;N;-;-;-;C;-;-
152411;CAPA COLCHAO BEBE;A30;CLEAN AIR;N;-;-;-;C;-;-
152412;CAPA COLCHAO CASAL;A30;CLEAN AIR;N;-;-;-;C;-;-
152413;CAPA COLCHAO KING;A30;CLEAN AIR;N;-;-;-;C;-;-
152414;CAPA COLCHAO SOLTEIRO SILICONADO 0.88X1.88X0.25;A30;CLEAN AIR;N;-;-;-;C;-;-
152415;CAPA DE COLCHAO CASAL PADRAO SUPER SOFT ALG 1.40X1.90X0.21;951;ALERGOSHOP;N;-;-;-;C;-;-
152416;CAPA DE COLCHAO CASAL QUEEN SUPER SOFT ALG 1.60X2.02X0.23;951;ALERGOSHOP;N;-;-;-;C;-;-
152417;CAPA DE COLCHAO SOLT PADRAO SUPER SOFT ALG 0.90X1.90X0.21;951;ALERGOSHOP;N;-;-;-;C;-;-
152418;CAPA DE TRAVESSEIRO BEBE SUPER SOFT ALG 0.30X0.40;951;ALERGOSHOP;N;-;-;-;C;-;-
152419;CAPA P/BERCO PADRAO PVC 0.70X1.32X0.15;951;ALERGOSHOP;N;-;-;-;C;-;-
152420;CAPA SUPER SOFT SOLT KING 30 CM;951;ALERGOSHOP;N;-;-;-;C;-;-
152421;CAPA TRAVESSEIRO ADULTO;A30;CLEAN AIR;N;-;-;-;C;-;-
152422;CAPA TRAVESSEIRO BEBE;A30;CLEAN AIR;N;-;-;-;C;-;-
152423;CAPITAL SOLEIL HYDRAMATTE 4.0 30GR;552;VICHY;N;-;-;-;C;-;-
152424;CAPITAL SOLEIL HYDRAMATTE 5.0 30GR P LOREAL;552;VICHY;N;-;-;-;C;-;-
152425;CARBOLIFT LATA 300G ESSENTIAL;973;ESSENTIAL NUTRITION;N;-;-;-;C;-;-
152426;CARCI - TUBING AMARELO FRACO;712;CARCI;N;-;-;-;C;-;-
152427;CARCI -BALL LITTLE = BOLA DE EXERCICIO;712;CARCI;N;-;-;-;C;-;-
152428;CARCI BAND AMARELO EXTRA LEVE 1.50M;712;CARCI;N;-;-;-;C;-;-
152429;CARCI BAND OURO EXTRA FORTE 1.50M;712;CARCI;N;-;-;-;C;-;-
152430;CARCI -TUBING AZUL MEDIO FORTE;712;CARCI;N;-;-;-;C;-;-
152431;CARCI -TUBING LARANJA EXTRA FORTE;712;CARCI;N;-;-;-;C;-;-
152432;CARCI -TUBING PRATA SUPER FORTE;712;CARCI;N;-;-;-;C;-;-
152433;CARCI -TUBING ROSA LEVE;712;CARCI;N;-;-;-;C;-;-
152434;CARCI -TUBING ROXO FORTE;712;CARCI;N;-;-;-;C;-;-
152435;CARCI -TUBING VERDE MEDIO;712;CARCI;N;-;-;-;C;-;-
152436;CARCI.BAND.CIN SUPER FOR 1.50M;712;CARCI;N;-;-;-;C;-;-
152437;CASUAL  20 30 PANT FECH CINZA P;A42;JOBST;N;-;-;-;C;-;-
152438;CASUAL  20 30 PANT FECHADA AZUL GG;A42;JOBST;N;-;-;-;C;-;-
152439;CASUAL  20 30 PANT FECHADA CINZA GG;A42;JOBST;N;-;-;-;C;-;-
152440;CERAVE CREME RENOVADOR DE PES 88GR;302;LOREAL;N;-;-;-;C;-;-
152441;CERAVE GEL DE LIMPEZA 150G.;302;LOREAL;N;-;-;-;C;-;-
152442;CERAVE LOCAO LIMPEZA HIDRATANTE 473ML;302;LOREAL;N;-;-;-;C;-;-
152443;CETAPHIL OPTIMAL HIDR 237ML;213;GALDERMA;N;-;-;-;C;-;-
152444;CHUPETA AIR MAM 6+ GIRLS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152445;CHUPETA AIR NIGHT MAM 6+ BOYS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152446;CHUPETA AIR NIGHT TIME 0-6 M MENINA ROSA;957;AVENT;N;-;-;-;C;-;-
152447;CHUPETA AVENT ULTRA AIR UNIT. UNICORNIO 6 18M MENINA;957;AVENT;N;-;-;-;C;-;-
152448;CHUPETA AVENT ULTRA AIR URSO 6 18 MESES;957;AVENT;N;-;-;-;C;-;-
152449;CHUPETA COMFORT MAM 0-2 BOYS DUPLA;A26;BEBE SAUDE;N;-;-;-;C;-;-
152450;CHUPETA COMFORT MAM GIRLS UNIT;A51;MAM;N;-;-;-;C;-;-
152451;CHUPETA NIGHT & DAYS MAM 0-6 BOYS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152452;CHUPETA ORIGINAL MAM 0-6 BOYS BLISTER;A26;BEBE SAUDE;N;-;-;-;C;-;-
152453;CHUPETA ORIGINAL MAM 0-6 GIRLS BLISTER;A26;BEBE SAUDE;N;-;-;-;C;-;-
152454;CHUPETA ORIGINAL MAM 0-6 NEUTRA;A26;BEBE SAUDE;N;-;-;-;C;-;-
152455;CHUPETA ORIGINAL MAM 6+ BOYS BLISTER;A26;BEBE SAUDE;N;-;-;-;C;-;-
152456;CHUPETA ORIGINAL NIGHT MAM 6+GIRLS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152457;CHUPETA PERFECT NIGHT MAM 6+ BOYS DUPLA;A26;BEBE SAUDE;N;-;-;-;C;-;-
152458;CHUPETA SOOTHIE UNITARIA NEUTRA 4 6M;957;AVENT;N;-;-;-;C;-;-
152459;CHUPETA ULTRA AIR DUPLA BALEIA/ESTRELA 6 18M;957;AVENT;N;-;-;-;C;-;-
152460;CHUPETA ULTRA AIR DUPLA CORUJA/CERVO 0 6M;957;AVENT;N;-;-;-;C;-;-
152461;CHUPETA ULTRA AIR DUPLA ELEFANTE/LEAO 0 6M SCF085/01;957;AVENT;N;-;-;-;C;-;-
152462;CHUPETA ULTRA AIR DUPLA NIGHTTIME 0 6 MENINO;957;AVENT;N;-;-;-;C;-;-
152463;CHUPETA ULTRA AIR DUPLA PATA/URSO 6 18M;957;AVENT;N;-;-;-;C;-;-
152464;CHUPETA ULTRA AIR FLAMINGO 6 18 MESES;957;AVENT;N;-;-;-;C;-;-
152465;CHUPETA ULTRA AIR PINGUIM 0 6 MESES;957;AVENT;N;-;-;-;C;-;-
152466;CHUPETA ULTRA SOFT UNITARIA SEDA BEGE 6 18M;957;AVENT;N;-;-;-;C;-;-
152467;CICATRICURE GEL 30G;217;GENOMA;N;-;-;-;C;-;-
152468;CICATRICURE GOLD LIFT DIA 50GR;217;GENOMA;N;-;-;-;C;-;-
152469;CICATRICURE GOLD LIFT NOITE 50GR;217;GENOMA;N;-;-;-;C;-;-
152470;CINTA ABDOM C/ FECHAMENTO DUPLO BEGE 25X140;351;MERCUR;N;-;-;-;C;-;-
152471;CINTA ABDOM C/ FECHAMENTO DUPLO BEGE 30X140;351;MERCUR;N;-;-;-;C;-;-
152472;CINTA ABDOM C/FECHAMENTO DUPLO BG 25X120 B060082-25C120;351;MERCUR;N;-;-;-;C;-;-
152473;CINTA ABDOMINAL COM COLCHETES. BARBATANAS FRENTE E COSTAS;985;MACOM;N;-;-;-;C;-;-
152474;CINTA APOIO METATARSIANO ESP GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152475;CINTA APOIO METATARSIANO ESP MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152476;CINTA APOIO METATARSIANO ESP PEQUENO;397;OUTRAS;N;-;-;-;C;-;-
152477;CINTA AUGUSTA HALLUX VALGO GRANDE 635-15;397;OUTRAS;N;-;-;-;C;-;-
152478;CINTA AUGUSTA METATARSO EASY GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152479;CINTA AUGUSTA METATARSO EASY PEQUENO 635-03;397;OUTRAS;N;-;-;-;C;-;-
152480;CINTA COMP ACIMA DOS JOELHOS FECH FRONTAL BUSTO FLEXIVEL;985;MACOM;N;-;-;-;C;-;-
152481;CINTA COMP ACIMA JOELHOS C/FECHAMENTO FRONT BUSTO FLEX XGG;985;MACOM;N;-;-;-;C;-;-
152482;CINTA ELAST LOMBAR EXTRA GRANDE BEGE;397;OUTRAS;N;-;-;-;C;-;-
152483;CINTA ELAST LOMBAR GRANDE BEGE;397;OUTRAS;N;-;-;-;C;-;-
152484;CINTA ELAST PROT DE GASTRO MERCUR TAM G USO C/ BOTON;351;MERCUR;N;-;-;-;C;-;-
152485;CINTA ELAST PROT DE GASTRO TAM G USO C/ CATETER -;351;MERCUR;N;-;-;-;C;-;-
152486;CINTA ELAST PROT DE GASTRO TAM M USO C/ CATETER;351;MERCUR;N;-;-;-;C;-;-
152487;CINTA LOMBAR C/ HASTES/AJUSTE DUPLO G;351;MERCUR;N;-;-;-;C;-;-
152488;CINTA LOMBAR C/ HASTES/AJUSTE DUPLO M;351;MERCUR;N;-;-;-;C;-;-
152489;CINTA LOMBAR C/ HASTES/AJUSTE DUPLO P;351;MERCUR;N;-;-;-;C;-;-
152490;CINTA MODELADORA TAM G PRETA CREMER;144;CREMER;N;-;-;-;C;-;-
152491;CINTA MODELADORA TAM M PRETA CREMER;144;CREMER;N;-;-;-;C;-;-
152492;CINTA MULT. QUENTE FRIO COSTAS/ OMBRO;351;MERCUR;N;-;-;-;C;-;-
152493;CINTA POS CIRURGICA 5 PAINEIS;397;OUTRAS;N;-;-;-;C;-;-
152494;CINTA POSTURAL FIT  ROSE EXT G;397;OUTRAS;N;-;-;-;C;-;-
152495;CINTA POSTURAL FIT GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152496;CINTA POSTURAL FIT LARGA EXT G;397;OUTRAS;N;-;-;-;C;-;-
152497;CINTA POSTURAL FIT LARGA EXT G PRETA;397;OUTRAS;N;-;-;-;C;-;-
152498;CINTA POSTURAL FIT LARGA GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152499;CINTA POSTURAL FIT LARGA GRANDE PRETA;397;OUTRAS;N;-;-;-;C;-;-
152500;CINTA POSTURAL FIT LARGA MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152501;CINTA POSTURAL FIT LARGA MEDIO PRETA;397;OUTRAS;N;-;-;-;C;-;-
152502;CINTA POSTURAL FIT LARGA PEQUENO;397;OUTRAS;N;-;-;-;C;-;-
152503;CINTA POSTURAL FIT LARGA PEQUENO PRETA;397;OUTRAS;N;-;-;-;C;-;-
152504;CINTA POSTURAL FIT MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152505;CINTA POSTURAL FIT MEDIO PRETA;397;OUTRAS;N;-;-;-;C;-;-
152506;CINTA POSTURAL FIT PEQUENO;397;OUTRAS;N;-;-;-;C;-;-
152507;CINTA POSTURAL FIT PEQUENO PRETA;397;OUTRAS;N;-;-;-;C;-;-
152508;CINTA PROT DE GASTROSTOMIA PARA USO COM CATETER G;351;MERCUR;N;-;-;-;C;-;-
152509;CINTA PROT DE GASTROSTOMIA PARA USO COM CATETER M;351;MERCUR;N;-;-;-;C;-;-
152510;CINTA PROTETORA DE GASTROSTOMIA BOTON;351;MERCUR;N;-;-;-;C;-;-
152511;CINTA PROTETORA DE GASTROSTOMIA PARA USO COM BOTON P;351;MERCUR;N;-;-;-;C;-;-
152512;CINTA PROTETORA DE GASTROSTOMIA PARA USO COM CATETER P;351;MERCUR;N;-;-;-;C;-;-
152513;CINTA PROTETORA DE GASTROSTOMIA TM M;351;MERCUR;N;-;-;-;C;-;-
152514;CINTA PROTETORA DE GASTROSTOMIA USO COM BOTON PP;351;MERCUR;N;-;-;-;C;-;-
152515;CINTA TENIS ELBOW AJUSTAVEL PRETO;;;N;-;-;-;C;-;-
152516;CINTA TENIS ELBOW EPI RELIEVER G/GG;;;N;-;-;-;C;-;-
152517;CINTA TENIS ELBOW EPITEC FIX BILATERAL - EP;;;N;-;-;-;C;-;-
152518;CINTA TRACAO HALLUX VALGO GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152519;CINTA TRACAO HALLUX VALGO MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152520;CINTO MULT. FREE BELT NEW PRETO TAM XL/XXL;A31;COMPRESSPORT;N;-;-;-;C;-;-
152521;CINTO MULT. FREE BELT NEW PRETO TAM XS/S;A31;COMPRESSPORT;N;-;-;-;C;-;-
152522;CIRCAID JUXTAFIT PANTURRILHA - M 33CM;A53;MEDI BRASIL;N;-;-;-;C;-;-
152523;CIRCAID JUXTALITE AFW - M;A53;MEDI BRASIL;N;-;-;-;C;-;-
152524;CIRCAID JUXTALITE PANTURRILHA - EGG 33CM;A53;MEDI BRASIL;N;-;-;-;C;-;-
152525;CIRCAID JUXTALITE PANTURRILHA - G 33CM;A53;MEDI BRASIL;N;-;-;-;C;-;-
152526;CIRCAID JUXTALITE PANTURRILHA - GG 33CM;A53;MEDI BRASIL;N;-;-;-;C;-;-
152527;CIRCAID JUXTALITE PANTURRILHA - P 33CM;A53;MEDI BRASIL;N;-;-;-;C;-;-
152528;CLEAN UP BIS 60 G;706;GENOM;N;-;-;-;C;-;-
152529;COLAGENO ANTI AGE 210G;A67;VITAMINE-SE;N;-;-;-;C;-;-
152530;COLAR CERVICAL AZUL M MERCUR;351;MERCUR;N;-;-;-;C;-;-
152531;COLAR CERVICAL BRANCO M;351;MERCUR;N;-;-;-;C;-;-
152532;COLAR CERVICAL C/ APOIO MENTONIANO G;;;N;-;-;-;C;-;-
152533;COLAR CERVICAL DE ESPUMA INFANTIL 28 32CM;;;N;-;-;-;C;-;-
152534;COLAR CERVICAL DE ESPUMA NOTURNO AZUL GG;;;N;-;-;-;C;-;-
152535;COLAR CERVICAL DE ESPUMA NOTURNO AZUL PP;;;N;-;-;-;C;-;-
152536;COLAR CERVICAL DE ESPUMA-GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152537;COLAR CERVICAL DE ESPUMA-MED BLACK;397;OUTRAS;N;-;-;-;C;-;-
152538;COLAR CERVICAL DE ESPUMA-MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152539;COLAR CERVICAL ESPUMA C/ REF INT MEDIO BRANCO;397;OUTRAS;N;-;-;-;C;-;-
152540;COLAR CERVICAL MERCUR BEGE TAM P;351;MERCUR;N;-;-;-;C;-;-
152541;COLAR CERVICAL NOTURNO AZUL G CHANTAL;;;N;-;-;-;C;-;-
152542;COLAR PHILADELPHIA C/ ORIF GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152543;COLAR PHILADELPHIA C/ ORIF MEDIO;397;OUTRAS;N;-;-;-;C;-;-
152544;COLAR PHILADELPHIA C/ ORIF PEQ;397;OUTRAS;N;-;-;-;C;-;-
152545;COLETE BACK SUPPORT G;;;N;-;-;-;C;-;-
152546;COLETE COMFORT TLSO GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152547;COLETE JEWET STERNOTECH TAM 1;;;N;-;-;-;C;-;-
152548;COLETE JEWET STERNOTECH TAM 2;;;N;-;-;-;C;-;-
152549;COLETE JEWET STERNOTECH TAM 3;;;N;-;-;-;C;-;-
152550;COLETE JEWET STERNOTECH TAM 4;;;N;-;-;-;C;-;-
152551;COLETE LOMBAR ELASTICO G;;;N;-;-;-;C;-;-
152552;COLETE PARA GINECOMASTIA GG;985;MACOM;N;-;-;-;C;-;-
152553;COLETE POS CIRURG 4 PAINEIS EXTRA GG;397;OUTRAS;N;-;-;-;C;-;-
152554;COLETE POS CIRURGICO 4 PAINEIS;397;OUTRAS;N;-;-;-;C;-;-
152555;COLETE POS CIRURGICO 5 PAINEIS EXGG;397;OUTRAS;N;-;-;-;C;-;-
152556;COLETE POS CIRURGICO 5 PAINEIS EXTRA G;397;OUTRAS;N;-;-;-;C;-;-
152557;COLETE PUTTI  ALTO ELASTICO GG;;;N;-;-;-;C;-;-
152558;COLETE PUTTI  ALTO ELASTICO GG;;;N;-;-;-;C;-;-
152559;COLETE PUTTI  ELASTICO MODELADO ALTO GG;351;MERCUR;N;-;-;-;C;-;-
152560;COLETE PUTTI  ELASTICO MODELADO ALTO M;351;MERCUR;N;-;-;-;C;-;-
152561;COLETE PUTTI ALTO ELASTICO GG;351;MERCUR;N;-;-;-;C;-;-
152562;COLETE PUTTI ALTO ELASTICO M;;;N;-;-;-;C;-;-
152563;COLETE PUTTI BAIXO ELASTICO G C324G;;;N;-;-;-;C;-;-
152564;COLETE PUTTI BAIXO ELASTICO G BC0603-C;351;MERCUR;N;-;-;-;C;-;-
152565;COLETE PUTTI BAIXO ELASTICO M;351;MERCUR;N;-;-;-;C;-;-
152566;COLETE PUTTI BAIXO ELASTICO M CHANTAL;;;N;-;-;-;C;-;-
152567;COLETE PUTTI BAIXO LITE ELAST MODELADO GRANDE BEGE;397;OUTRAS;N;-;-;-;C;-;-
152568;COLETE PUTTI BAIXO LITE ELAST MODELADO X-GDE BEGE;397;OUTRAS;N;-;-;-;C;-;-
152569;COLETE PUTTI BAIXO LITE ELASTICO GRANDE;397;OUTRAS;N;-;-;-;C;-;-
152570;COLETE PUTTI BAIXO MODELADO MEDIO BEGE;397;OUTRAS;N;-;-;-;C;-;-
152571;COLETE PUTTI ELASTICO BAIXO G;351;MERCUR;N;-;-;-;C;-;-
152572;COLETE PUTTI ELASTICO BAIXO MERCUR GG;351;MERCUR;N;-;-;-;C;-;-
152573;COLETE PUTTI ELASTICO BAIXO P;351;MERCUR;N;-;-;-;C;-;-
152574;COLETE PUTTI ELASTICO RETO ALTO MERCUR PRETO G;351;MERCUR;N;-;-;-;C;-;-
152575;COLETE PUTTI ELASTICO RETO ALTO MERCUR PRETO M;351;MERCUR;N;-;-;-;C;-;-
152576;COLETE PUTTI ELASTICO RETO ALTO PRETO P;351;MERCUR;N;-;-;-;C;-;-
152577;COLETE PUTTI ELASTICO RETO ALTO PRETO XG;351;MERCUR;N;-;-;-;C;-;-
152578;COLETE PUTTI ELASTICO RETO BAIXO PRETO M;351;MERCUR;N;-;-;-;C;-;-
152579;COLETE PUTTI ELASTICO RETO BAIXO PRETO P;351;MERCUR;N;-;-;-;C;-;-
152580;COLETE PUTTI ELASTICO RETO BAIXO PRETO PP;351;MERCUR;N;-;-;-;C;-;-
152581;COLHER DOSADORA PARA PAPINHA MENINA;397;OUTRAS;N;-;-;-;C;-;-
152582;COLHER DOSADORA PARA PAPINHA MENINO BB1200;397;OUTRAS;N;-;-;-;C;-;-
152583;COLLAGEN PESCOCO E COLO 50G ADCOS;950;ADCOS;N;-;-;-;C;-;-
152584;COLORACAO SENSICOLOR 1.0 PRETO 60G;951;ALERGOSHOP;N;-;-;-;C;-;-
152585;COLORACAO SENSICOLOR 5.0 CASTANHO CLARO 60G;951;ALERGOSHOP;N;-;-;-;C;-;-
152586;COLORACAO SENSICOLOR 6.7 60G;951;ALERGOSHOP;N;-;-;-;C;-;-
152587;COLORACAO SENSICOLOR 7.0 LOURO MEDIO 60G;951;ALERGOSHOP;N;-;-;-;C;-;-
152588;COLORACAO SENSICOLOR 9.0 LOURO MUITO CLARO 90G;951;ALERGOSHOP;N;-;-;-;C;-;-
152589;COMPREFLEX KIT TAM M NORMAL PONT FECHADA COR PRETA;484;SIGVARIS;N;-;-;-;C;-;-
152590;CONCENTRE SE C 60 CPS;A67;VITAMINE-SE;N;-;-;-;C;-;-
152591;COND JOHNSONS BABY GOTAS BRILHO FR 200ML(ROSA E BRANCO);263;JOHNSON E JOHNSON;N;-;-;-;C;-;-
152592;COND TIONACHO CLAREADOR 415ML NEG;217;GENOMA;N;-;-;-;C;-;-
152593;CONDICIONADOR CACHOS HIDR 400ML PATRULHA CANINA TOPZ;144;CREMER;N;-;-;-;C;-;-
152594;CONDICIONADOR CACHOS HIDRATADOS 200ML PATRULHA CANINA TOPZ;144;CREMER;N;-;-;-;C;-;-
152595;CONDICIONADOR JOHNSONS BABY CAB. CACHEADOS FR 200ML(ROSA);263;JOHNSON E JOHNSON;N;-;-;-;C;-;-
152596;CONDICIONADOR NEUTRO 200ML PATRULHA CANINA TOPZ;144;CREMER;N;-;-;-;C;-;-
152597;CONDICIONADOR NEUTRO 400ML PATRULHA CANINA TOPZ;144;CREMER;N;-;-;-;C;-;-
152598;CONDICIONADOR USO DIARIO ALERGOSHOP 200ML;951;ALERGOSHOP;N;-;-;-;C;-;-
152599;CONVAMAX SUPERABSOR BER SEM ADES. 15X15;137;CONVATEC;N;-;-;-;C;-;-
152600;CONVAMAX SUPERABSORBER N AD 10X10 CM  COM 10;137;CONVATEC;N;-;-;-;C;-;-
152601;COPO AVENT DINO C/CANUDO CURVADO 300ML ROSA E AMARELO;957;AVENT;N;-;-;-;C;-;-
152602;COPO CLASSIC SPOUT CUP COM BICO DE SILICONE 200ML -;957;AVENT;N;-;-;-;C;-;-
152603;COPO DE TRANSICAO BICO E ALCA REMOVIVEL BB1056;397;OUTRAS;N;-;-;-;C;-;-
152604;COPO DE TRANSICAO BICO E ALCA REMOVIVEL BB1055;397;OUTRAS;N;-;-;-;C;-;-
152605;COPO DE TRANSICAO TRAINER MAM  220ML BOYS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152606;COPO MAM FUN TO DRINK NIGHT 270ML BOYS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152607;COPO TRAINER NIGHT MAM 220ML BOYS;A26;BEBE SAUDE;N;-;-;-;C;-;-
152608;COPOS NEBULIZADOR G TECH ULTRANEBDESK2 KIT C/20;229;G-TECH;N;-;-;-;C;-;-
152609;COQ10 + COMPLEXO B C 30 CPS;A67;VITAMINE-SE;N;-;-;-;C;-;-
152610;CORRETOR POSTURAL C/ AJUSTE TRIPLO PRETO G;351;MERCUR;N;-;-;-;C;-;-
152611;CORSET MODELADOR BEGE XGG;980;FLAMBE;N;-;-;-;C;-;-
152612;CORTADOR DE COMPRIMIDOS CORTA & FACIL;990;MEDIHOSP - DISTRIBUIDORA MAT MEDICO;N;-;-;-;C;-;-
152613;CORTADOR DE COMPRIMIDOS PILBOX LARANJA;A57;PILBOX;N;-;-;-;C;-;-
152614;CORTADOR DE COMPRIMIDOS PILBOX PRATA;A57;PILBOX;N;-;-;-;C;-;-
